date,close
2021/2/12 0:00,47287.6
2021/2/11 0:00,47969.51
2021/2/10 0:00,44807.58
2021/2/9 0:00,46420.42
2021/2/8 0:00,46374.87
2021/2/7 0:00,38795.69
2021/2/6 0:00,39186.94
2021/2/5 0:00,38290.24
2021/2/4 0:00,36936.66
2021/2/3 0:00,37618.87
2021/2/2 0:00,35466.24
2021/2/1 0:00,33526.37
2021/1/31 0:00,33092.98
2021/1/30 0:00,34262.88
2021/1/29 0:00,34252.2
2021/1/28 0:00,33364.86
2021/1/27 0:00,30366.15
2021/1/26 0:00,32467.77
2021/1/25 0:00,32254.2
2021/1/24 0:00,32259.9
2021/1/23 0:00,32078
2021/1/22 0:00,32945.17
2021/1/21 0:00,30850.13
2021/1/20 0:00,35468.23
2021/1/19 0:00,35891.49
2021/1/18 0:00,36631.27
2021/1/17 0:00,35828.61
2021/1/16 0:00,35994.98
2021/1/15 0:00,36742.22
2021/1/14 0:00,39144.5
2021/1/13 0:00,37371.38
2021/1/12 0:00,34051.24
2021/1/11 0:00,35404.47
2021/1/10 0:00,38150.02
2021/1/9 0:00,40088.22
2021/1/8 0:00,40582.81
2021/1/7 0:00,39432.28
2021/1/6 0:00,36769.36
2021/1/5 0:00,33949.53
2021/1/4 0:00,31988.71
2021/1/3 0:00,33000.05
2021/1/2 0:00,32178.33
2021/1/1 0:00,29331.69
2020/12/31 0:00,28923.63
2020/12/30 0:00,28875.54
2020/12/29 0:00,27385
2020/12/28 0:00,27079.41
2020/12/27 0:00,26281.66
2020/12/26 0:00,26493.39
2020/12/25 0:00,24712.47
2020/12/24 0:00,23729.2
2020/12/23 0:00,23232.76
2020/12/22 0:00,23810.79
2020/12/21 0:00,22719.71
2020/12/20 0:00,23455.52
2020/12/19 0:00,23821.61
2020/12/18 0:00,23107.39
2020/12/17 0:00,22797.16
2020/12/16 0:00,21335.52
2020/12/15 0:00,19426.43
2020/12/14 0:00,19273.14
2020/12/13 0:00,19174.99
2020/12/12 0:00,18808.69
2020/12/11 0:00,18036.53
2020/12/10 0:00,18254.63
2020/12/9 0:00,18541.28
2020/12/8 0:00,18324.11
2020/12/7 0:00,19166.9
2020/12/6 0:00,19359.4
2020/12/5 0:00,19147.66
2020/12/4 0:00,18650.52
2020/12/3 0:00,19421.9
2020/12/2 0:00,19204.09
2020/12/1 0:00,18764.96
2020/11/30 0:00,19695.87
2020/11/29 0:00,18184.99
2020/11/28 0:00,17719.85
2020/11/27 0:00,17139.52
2020/11/26 0:00,17149.47
2020/11/25 0:00,18719.11
2020/11/24 0:00,19160.01
2020/11/23 0:00,18368
2020/11/22 0:00,18414.43
2020/11/21 0:00,18703.8
2020/11/20 0:00,18655.67
2020/11/19 0:00,17802.82
2020/11/18 0:00,17776.12
2020/11/17 0:00,17659.38
2020/11/16 0:00,16713.57
2020/11/15 0:00,15957
2020/11/14 0:00,16070.45
2020/11/13 0:00,16320.7
2020/11/12 0:00,16291.86
2020/11/11 0:00,15684.24
2020/11/10 0:00,15297.21
2020/11/9 0:00,15328.41
2020/11/8 0:00,15475.1
2020/11/7 0:00,14818.3
2020/11/6 0:00,15579.92
2020/11/5 0:00,15590.02
2020/11/4 0:00,14144.01
2020/11/3 0:00,14023.53
2020/11/2 0:00,13549.37
2020/11/1 0:00,13761.5
2020/10/31 0:00,13791
2020/10/30 0:00,13560.1
2020/10/29 0:00,13455.7
2020/10/28 0:00,13266.4
2020/10/27 0:00,13636.17
2020/10/26 0:00,13052.19
2020/10/25 0:00,13028.83
2020/10/24 0:00,13111.73
2020/10/23 0:00,12923.07
2020/10/22 0:00,12968.52
2020/10/21 0:00,12780.96
2020/10/20 0:00,11909.99
2020/10/19 0:00,11751.47
2020/10/18 0:00,11503.14
2020/10/17 0:00,11360.2
2020/10/16 0:00,11319.32
2020/10/15 0:00,11505.12
2020/10/14 0:00,11417.89
2020/10/13 0:00,11420.56
2020/10/12 0:00,11528.25
2020/10/11 0:00,11369.02
2020/10/10 0:00,11293.22
2020/10/9 0:00,11050.64
2020/10/8 0:00,10925.57
2020/10/7 0:00,10666.39
2020/10/6 0:00,10599.66
2020/10/5 0:00,10792.21
2020/10/4 0:00,10666.63
2020/10/3 0:00,10542.06
2020/10/2 0:00,10570.4
2020/10/1 0:00,10619.13
2020/9/30 0:00,10776.59
2020/9/29 0:00,10840.48
2020/9/28 0:00,10696.12
2020/9/27 0:00,10774.25
2020/9/26 0:00,10728.6
2020/9/25 0:00,10686.67
2020/9/24 0:00,10736.32
2020/9/23 0:00,10241.46
2020/9/22 0:00,10529.61
2020/9/21 0:00,10417.22
2020/9/20 0:00,10920.28
2020/9/19 0:00,11080.65
2020/9/18 0:00,10933.39
2020/9/17 0:00,10939.99
2020/9/16 0:00,10954.01
2020/9/15 0:00,10785.31
2020/9/14 0:00,10671.77
2020/9/13 0:00,10332.83
2020/9/12 0:00,10440.92
2020/9/11 0:00,10387.89
2020/9/10 0:00,10336.87
2020/9/9 0:00,10219.2
2020/9/8 0:00,10126.65
2020/9/7 0:00,10373.44
2020/9/6 0:00,10256.2
2020/9/5 0:00,10166.69
2020/9/4 0:00,10446.25
2020/9/3 0:00,10140.85
2020/9/2 0:00,11388.54
2020/9/1 0:00,11921.97
2020/8/31 0:00,11649.51
2020/8/30 0:00,11711.16
2020/8/29 0:00,11465.84
2020/8/28 0:00,11526.91
2020/8/27 0:00,11330.38
2020/8/26 0:00,11461.43
2020/8/25 0:00,11318.42
2020/8/24 0:00,11748.2
2020/8/23 0:00,11648.13
2020/8/22 0:00,11662.96
2020/8/21 0:00,11531.34
2020/8/20 0:00,11853.55
2020/8/19 0:00,11754.59
2020/8/18 0:00,11945.01
2020/8/17 0:00,12281.13
2020/8/16 0:00,11911
2020/8/15 0:00,11852.4
2020/8/14 0:00,11760.54
2020/8/13 0:00,11780
2020/8/12 0:00,11564.33
2020/8/11 0:00,11392.08
2020/8/10 0:00,11892.92
2020/8/9 0:00,11681.68
2020/8/8 0:00,11761.41
2020/8/7 0:00,11594.23
2020/8/6 0:00,11762.46
2020/8/5 0:00,11744.91
2020/8/4 0:00,11191.97
2020/8/3 0:00,11219.81
2020/8/2 0:00,11071.35
2020/8/1 0:00,11801.17
2020/7/31 0:00,11335.46
2020/7/30 0:00,11099.61
2020/7/29 0:00,11100.53
2020/7/28 0:00,10906.27
2020/7/27 0:00,11029.96
2020/7/26 0:00,9931.54
2020/7/25 0:00,9700.42
2020/7/24 0:00,9537.8
2020/7/23 0:00,9603.27
2020/7/22 0:00,9518.16
2020/7/21 0:00,9390
2020/7/20 0:00,9160.78
2020/7/19 0:00,9208.99
2020/7/18 0:00,9170.28
2020/7/17 0:00,9154.32
2020/7/16 0:00,9133.72
2020/7/15 0:00,9197.6
2020/7/14 0:00,9255.85
2020/7/13 0:00,9242.62
2020/7/12 0:00,9302.75
2020/7/11 0:00,9234.03
2020/7/10 0:00,9288.34
2020/7/9 0:00,9232.43
2020/7/8 0:00,9436.06
2020/7/7 0:00,9257.39
2020/7/6 0:00,9344.2
2020/7/5 0:00,9069.41
2020/7/4 0:00,9135.46
2020/7/3 0:00,9058.26
2020/7/2 0:00,9086.54
2020/7/1 0:00,9232
2020/6/30 0:00,9138.55
2020/6/29 0:00,9192.56
2020/6/28 0:00,9116.35
2020/6/27 0:00,9012
2020/6/26 0:00,9162.21
2020/6/25 0:00,9249.49
2020/6/24 0:00,9296.49
2020/6/23 0:00,9624.89
2020/6/22 0:00,9685.69
2020/6/21 0:00,9294.69
2020/6/20 0:00,9358.95
2020/6/19 0:00,9310.23
2020/6/18 0:00,9386.32
2020/6/17 0:00,9465.14
2020/6/16 0:00,9525.59
2020/6/15 0:00,9426.02
2020/6/14 0:00,9342.1
2020/6/13 0:00,9473.34
2020/6/12 0:00,9465.13
2020/6/11 0:00,9280.4
2020/6/10 0:00,9885
2020/6/9 0:00,9772.43
2020/6/8 0:00,9782.01
2020/6/7 0:00,9746.99
2020/6/6 0:00,9666.3
2020/6/5 0:00,9621.16
2020/6/4 0:00,9789.06
2020/6/3 0:00,9666.24
2020/6/2 0:00,9518.04
2020/6/1 0:00,10200.77
2020/5/31 0:00,9448.27
2020/5/30 0:00,9697.72
2020/5/29 0:00,9427.07
2020/5/28 0:00,9575.89
2020/5/27 0:00,9204.07
2020/5/26 0:00,8841.18
2020/5/25 0:00,8900.35
2020/5/24 0:00,8720.34
2020/5/23 0:00,9179.15
2020/5/22 0:00,9170
2020/5/21 0:00,9068.65
2020/5/20 0:00,9511.43
2020/5/19 0:00,9775.53
2020/5/18 0:00,9733.93
2020/5/17 0:00,9680.04
2020/5/16 0:00,9381.27
2020/5/15 0:00,9316.42
2020/5/14 0:00,9791.98
2020/5/13 0:00,9309.37
2020/5/12 0:00,8810.79
2020/5/11 0:00,8561.52
2020/5/10 0:00,8722.77
2020/5/9 0:00,9539.4
2020/5/8 0:00,9800.01
2020/5/7 0:00,9986.4
2020/5/6 0:00,9142.92
2020/5/5 0:00,9021.83
2020/5/4 0:00,8871.96
2020/5/3 0:00,8894.16
2020/5/2 0:00,8972.05
2020/5/1 0:00,8826.96
2020/4/30 0:00,8620
2020/4/29 0:00,8778.57
2020/4/28 0:00,7738.98
2020/4/27 0:00,7774.62
2020/4/26 0:00,7693.1
2020/4/25 0:00,7538.67
2020/4/24 0:00,7505
2020/4/23 0:00,7482.39
2020/4/22 0:00,7125.14
2020/4/21 0:00,6841.37
2020/4/20 0:00,6826.83
2020/4/19 0:00,7120.74
2020/4/18 0:00,7248.6
2020/4/17 0:00,7027.55
2020/4/16 0:00,7101.94
2020/4/15 0:00,6621.24
2020/4/14 0:00,6868.7
2020/4/13 0:00,6837.91
2020/4/12 0:00,6903.79
2020/4/11 0:00,6876.83
2020/4/10 0:00,6858.92
2020/4/9 0:00,7283.54
2020/4/8 0:00,7361.28
2020/4/7 0:00,7197.32
2020/4/6 0:00,7329.9
2020/4/5 0:00,6772.78
2020/4/4 0:00,6856.99
2020/4/3 0:00,6734.1
2020/4/2 0:00,6794.09
2020/4/1 0:00,6642.92
2020/3/31 0:00,6410.44
2020/3/30 0:00,6394.38
2020/3/29 0:00,5881.42
2020/3/28 0:00,6236.65
2020/3/27 0:00,6359.11
2020/3/26 0:00,6737.36
2020/3/25 0:00,6677.43
2020/3/24 0:00,6744.72
2020/3/23 0:00,6467.31
2020/3/22 0:00,5816.19
2020/3/21 0:00,6186.98
2020/3/20 0:00,6208.36
2020/3/19 0:00,6162.37
2020/3/18 0:00,5393.04
2020/3/17 0:00,5312.64
2020/3/16 0:00,5028.97
2020/3/15 0:00,5361.3
2020/3/14 0:00,5172.06
2020/3/13 0:00,5578.6
2020/3/12 0:00,4800
2020/3/11 0:00,7934.52
2020/3/10 0:00,7894.56
2020/3/9 0:00,7929.87
2020/3/8 0:00,8033.31
2020/3/7 0:00,8886.66
2020/3/6 0:00,9131.88
2020/3/5 0:00,9054.68
2020/3/4 0:00,8750.87
2020/3/3 0:00,8760.07
2020/3/2 0:00,8915.24
2020/3/1 0:00,8531.88
2020/2/29 0:00,8523.61
2020/2/28 0:00,8692.91
2020/2/27 0:00,8823.21
2020/2/26 0:00,8785.25
2020/2/25 0:00,9315.84
2020/2/24 0:00,9656.13
2020/2/23 0:00,9936.4
2020/2/22 0:00,9650.86
2020/2/21 0:00,9677.05
2020/2/20 0:00,9596.42
2020/2/19 0:00,9593.79
2020/2/18 0:00,10164.71
2020/2/17 0:00,9706
2020/2/16 0:00,9917.27
2020/2/15 0:00,9904.72
2020/2/14 0:00,10344.36
2020/2/13 0:00,10229.63
2020/2/12 0:00,10326.46
2020/2/11 0:00,10223.08
2020/2/10 0:00,9851.83
2020/2/9 0:00,10151.75
2020/2/8 0:00,9895.05
2020/2/7 0:00,9813.73
2020/2/6 0:00,9772
2020/2/5 0:00,9612.04
2020/2/4 0:00,9197.02
2020/2/3 0:00,9292.24
2020/2/2 0:00,9331.51
2020/2/1 0:00,9384.61
2020/1/31 0:00,9352.89
2020/1/30 0:00,9513.21
2020/1/29 0:00,9301.53
2020/1/28 0:00,9374.21
2020/1/27 0:00,8907.57
2020/1/26 0:00,8615
2020/1/25 0:00,8340.58
2020/1/24 0:00,8439
2020/1/23 0:00,8404.52
2020/1/22 0:00,8682.36
2020/1/21 0:00,8736.03
2020/1/20 0:00,8642.35
2020/1/19 0:00,8701.7
2020/1/18 0:00,8915.96
2020/1/17 0:00,8913.28
2020/1/16 0:00,8720.01
2020/1/15 0:00,8821.41
2020/1/14 0:00,8810.01
2020/1/13 0:00,8110.34
2020/1/12 0:00,8184.98
2020/1/11 0:00,8020.01
2020/1/10 0:00,8197.02
2020/1/9 0:00,7817.76
2020/1/8 0:00,8055.98
2020/1/7 0:00,8145.28
2020/1/6 0:00,7758
2020/1/5 0:00,7358.75
2020/1/4 0:00,7354.11
2020/1/3 0:00,7344.96
2020/1/2 0:00,6965.71
2020/1/1 0:00,7200.85
2019/12/31 0:00,7195.23
2019/12/30 0:00,7246
2019/12/29 0:00,7388.24
2019/12/28 0:00,7316.14
2019/12/27 0:00,7254.74
2019/12/26 0:00,7202
2019/12/25 0:00,7204.63
2019/12/24 0:00,7255.77
2019/12/23 0:00,7317.09
2019/12/22 0:00,7501.44
2019/12/21 0:00,7132.75
2019/12/20 0:00,7187.83
2019/12/19 0:00,7150.3
2019/12/18 0:00,7277.83
2019/12/17 0:00,6623.82
2019/12/16 0:00,6891.72
2019/12/15 0:00,7118.59
2019/12/14 0:00,7064.05
2019/12/13 0:00,7258.48
2019/12/12 0:00,7198.08
2019/12/11 0:00,7210
2019/12/10 0:00,7224.13
2019/12/9 0:00,7338.64
2019/12/8 0:00,7510.11
2019/12/7 0:00,7488.21
2019/12/6 0:00,7527.47
2019/12/5 0:00,7389
2019/12/4 0:00,7194.32
2019/12/3 0:00,7292.71
2019/12/2 0:00,7294.28
2019/12/1 0:00,7390.89
2019/11/30 0:00,7541.89
2019/11/29 0:00,7739.68
2019/11/28 0:00,7419.49
2019/11/27 0:00,7508.52
2019/11/26 0:00,7156.14
2019/11/25 0:00,7109.57
2019/11/24 0:00,6903.28
2019/11/23 0:00,7311.57
2019/11/22 0:00,7268.23
2019/11/21 0:00,7627.74
2019/11/20 0:00,8098.01
2019/11/19 0:00,8133.64
2019/11/18 0:00,8187.17
2019/11/17 0:00,8502.4
2019/11/16 0:00,8491.02
2019/11/15 0:00,8471.73
2019/11/14 0:00,8646.68
2019/11/13 0:00,8777.12
2019/11/12 0:00,8821.94
2019/11/11 0:00,8733.27
2019/11/10 0:00,9039.47
2019/11/9 0:00,8809.41
2019/11/8 0:00,8773.73
2019/11/7 0:00,9216.2
2019/11/6 0:00,9339.05
2019/11/5 0:00,9308.66
2019/11/4 0:00,9393.35
2019/11/3 0:00,9194.71
2019/11/2 0:00,9289.52
2019/11/1 0:00,9231.61
2019/10/31 0:00,9140.85
2019/10/30 0:00,9154.72
2019/10/29 0:00,9407.62
2019/10/28 0:00,9205.14
2019/10/27 0:00,9529.93
2019/10/26 0:00,9230
2019/10/25 0:00,8655.02
2019/10/24 0:00,7412.41
2019/10/23 0:00,7466.62
2019/10/22 0:00,8020
2019/10/21 0:00,8197.27
2019/10/20 0:00,8223.35
2019/10/19 0:00,7948.01
2019/10/18 0:00,7947.01
2019/10/17 0:00,8070.58
2019/10/16 0:00,7991.74
2019/10/15 0:00,8159.29
2019/10/14 0:00,8348.2
2019/10/13 0:00,8275.01
2019/10/12 0:00,8300.09
2019/10/11 0:00,8258.5
2019/10/10 0:00,8558.03
2019/10/9 0:00,8560.74
2019/10/8 0:00,8168.39
2019/10/7 0:00,8190.09
2019/10/6 0:00,7854.25
2019/10/5 0:00,8126.19
2019/10/4 0:00,8137.13
2019/10/3 0:00,8223.96
2019/10/2 0:00,8359.94
2019/10/1 0:00,8292.44
2019/9/30 0:00,8289.34
2019/9/29 0:00,8043.82
2019/9/28 0:00,8198.81
2019/9/27 0:00,8177.91
2019/9/26 0:00,8063.73
2019/9/25 0:00,8430.05
2019/9/24 0:00,8493.14
2019/9/23 0:00,9702.25
2019/9/22 0:00,10028.87
2019/9/21 0:00,9986.39
2019/9/20 0:00,10168.59
2019/9/19 0:00,10244.29
2019/9/18 0:00,10156.99
2019/9/17 0:00,10187.82
2019/9/16 0:00,10251.31
2019/9/15 0:00,10302.01
2019/9/14 0:00,10335.02
2019/9/13 0:00,10342.06
2019/9/12 0:00,10415.01
2019/9/11 0:00,10158.33
2019/9/10 0:00,10098.15
2019/9/9 0:00,10303.12
2019/9/8 0:00,10381.18
2019/9/7 0:00,10455.88
2019/9/6 0:00,10298.73
2019/9/5 0:00,10564.49
2019/9/4 0:00,10567.02
2019/9/3 0:00,10615.28
2019/9/2 0:00,10340
2019/9/1 0:00,9724.98
2019/8/31 0:00,9587.47
2019/8/30 0:00,9584.54
2019/8/29 0:00,9498.44
2019/8/28 0:00,9721
2019/8/27 0:00,10185.05
2019/8/26 0:00,10372.25
2019/8/25 0:00,10142.69
2019/8/24 0:00,10134.35
2019/8/23 0:00,10389.55
2019/8/22 0:00,10099.88
2019/8/21 0:00,10142.57
2019/8/20 0:00,10760.51
2019/8/19 0:00,10915.54
2019/8/18 0:00,10306.78
2019/8/17 0:00,10216.02
2019/8/16 0:00,10331.54
2019/8/15 0:00,10293.93
2019/8/14 0:00,10050.37
2019/8/13 0:00,10892.71
2019/8/12 0:00,11396.08
2019/8/11 0:00,11549.97
2019/8/10 0:00,11309.31
2019/8/9 0:00,11879.99
2019/8/8 0:00,11999.77
2019/8/7 0:00,11975.03
2019/8/6 0:00,11481.69
2019/8/5 0:00,11828.8
2019/8/4 0:00,10929.23
2019/8/3 0:00,10816.86
2019/8/2 0:00,10523.75
2019/8/1 0:00,10374.99
2019/7/31 0:00,10080.53
2019/7/30 0:00,9574.21
2019/7/29 0:00,9507.64
2019/7/28 0:00,9541.54
2019/7/27 0:00,9476.52
2019/7/26 0:00,9824
2019/7/25 0:00,9879.87
2019/7/24 0:00,9763.28
2019/7/23 0:00,9864.91
2019/7/22 0:00,10340.31
2019/7/21 0:00,10589.45
2019/7/20 0:00,10740.23
2019/7/19 0:00,10504.29
2019/7/18 0:00,10627.16
2019/7/17 0:00,9667.92
2019/7/16 0:00,9439.59
2019/7/15 0:00,10838.72
2019/7/14 0:00,10174.18
2019/7/13 0:00,11355.76
2019/7/12 0:00,11757.22
2019/7/11 0:00,11342.89
2019/7/10 0:00,12108.37
2019/7/9 0:00,12543.41
2019/7/8 0:00,12238.6
2019/7/7 0:00,11406.24
2019/7/6 0:00,11256.49
2019/7/5 0:00,10970.73
2019/7/4 0:00,11145.67
2019/7/3 0:00,11940
2019/7/2 0:00,10842.85
2019/7/1 0:00,10624.93
2019/6/30 0:00,10854.1
2019/6/29 0:00,11903.13
2019/6/28 0:00,12400.63
2019/6/27 0:00,11329.99
2019/6/26 0:00,13093.8
2019/6/25 0:00,11820.86
2019/6/24 0:00,11056.59
2019/6/23 0:00,10906.07
2019/6/22 0:00,10729.5
2019/6/21 0:00,10159.86
2019/6/20 0:00,9517.12
2019/6/19 0:00,9255.49
2019/6/18 0:00,9081.55
2019/6/17 0:00,9313.96
2019/6/16 0:00,8953.33
2019/6/15 0:00,8808.7
2019/6/14 0:00,8650
2019/6/13 0:00,8218.54
2019/6/12 0:00,8127.64
2019/6/11 0:00,7884.9
2019/6/10 0:00,7982.75
2019/6/9 0:00,7628.13
2019/6/8 0:00,7893.62
2019/6/7 0:00,7980.53
2019/6/6 0:00,7786.7
2019/6/5 0:00,7776.5
2019/6/4 0:00,7687.03
2019/6/3 0:00,8115.82
2019/6/2 0:00,8725.98
2019/6/1 0:00,8544.07
2019/5/31 0:00,8555
2019/5/30 0:00,8269.54
2019/5/29 0:00,8645.68
2019/5/28 0:00,8715.64
2019/5/27 0:00,8756.32
2019/5/26 0:00,8614.43
2019/5/25 0:00,8025.41
2019/5/24 0:00,7964.87
2019/5/23 0:00,7851.51
2019/5/22 0:00,7628.43
2019/5/21 0:00,7904.87
2019/5/20 0:00,7938.15
2019/5/19 0:00,8148.48
2019/5/18 0:00,7257.45
2019/5/17 0:00,7355.26
2019/5/16 0:00,7866.59
2019/5/15 0:00,8169.87
2019/5/14 0:00,7947.56
2019/5/13 0:00,7790.71
2019/5/12 0:00,6967.31
2019/5/11 0:00,7076.22
2019/5/10 0:00,6373.33
2019/5/9 0:00,6209.18
2019/5/8 0:00,5987.29
2019/5/7 0:00,5846.34
2019/5/6 0:00,5747.79
2019/5/5 0:00,5775.62
2019/5/4 0:00,5829.45
2019/5/3 0:00,5772.69
2019/5/2 0:00,5492.87
2019/5/1 0:00,5383.2
2019/4/30 0:00,5320.81
2019/4/29 0:00,5238.14
2019/4/28 0:00,5307.52
2019/4/27 0:00,5295.69
2019/4/26 0:00,5314.1
2019/4/25 0:00,5219.9
2019/4/24 0:00,5415
2019/4/23 0:00,5493.31
2019/4/22 0:00,5357.14
2019/4/21 0:00,5256.14
2019/4/20 0:00,5291.73
2019/4/19 0:00,5258.68
2019/4/18 0:00,5258.44
2019/4/17 0:00,5202.82
2019/4/16 0:00,5173.72
2019/4/15 0:00,5024.95
2019/4/14 0:00,5131.3
2019/4/13 0:00,5045.22
2019/4/12 0:00,5048.01
2019/4/11 0:00,5017.37
2019/4/10 0:00,5308.25
2019/4/9 0:00,5150
2019/4/8 0:00,5236.9
2019/4/7 0:00,5170.27
2019/4/6 0:00,5043.89
2019/4/5 0:00,5004.95
2019/4/4 0:00,4898.66
2019/4/3 0:00,4932.6
2019/4/2 0:00,4857.29
2019/4/1 0:00,4144.56
2019/3/31 0:00,4103.95
2019/3/30 0:00,4106.97
2019/3/29 0:00,4103.25
2019/3/28 0:00,4027.81
2019/3/27 0:00,4038.05
2019/3/26 0:00,3948.55
2019/3/25 0:00,3936.12
2019/3/24 0:00,3992.18
2019/3/23 0:00,4006.01
2019/3/22 0:00,3986.93
2019/3/21 0:00,3980.64
2019/3/20 0:00,4043.04
2019/3/19 0:00,4015.53
2019/3/18 0:00,3987.81
2019/3/17 0:00,3981.14
2019/3/16 0:00,4005.98
2019/3/15 0:00,3923.76
2019/3/14 0:00,3877.12
2019/3/13 0:00,3866
2019/3/12 0:00,3882.73
2019/3/11 0:00,3871.61
2019/3/10 0:00,3916.82
2019/3/9 0:00,3943.04
2019/3/8 0:00,3864.89
2019/3/7 0:00,3873.64
2019/3/6 0:00,3861.84
2019/3/5 0:00,3857.73
2019/3/4 0:00,3715.3
2019/3/3 0:00,3807.75
2019/3/2 0:00,3819.93
2019/3/1 0:00,3823
2019/2/28 0:00,3813.69
2019/2/27 0:00,3818.07
2019/2/26 0:00,3809.23
2019/2/25 0:00,3827.92
2019/2/24 0:00,3743.56
2019/2/23 0:00,4117.76
2019/2/22 0:00,3962
2019/2/21 0:00,3937.31
2019/2/20 0:00,3969.74
2019/2/19 0:00,3907.79
2019/2/18 0:00,3898.6
2019/2/17 0:00,3667.58
2019/2/16 0:00,3618.41
2019/2/15 0:00,3602.47
2019/2/14 0:00,3590.56
2019/2/13 0:00,3609.4
2019/2/12 0:00,3631.46
2019/2/11 0:00,3631.05
2019/2/10 0:00,3680.06
2019/2/9 0:00,3665.18
2019/2/8 0:00,3659.04
2019/2/7 0:00,3398.4
2019/2/6 0:00,3405.37
2019/2/5 0:00,3471.59
2019/2/4 0:00,3463.22
2019/2/3 0:00,3458.11
2019/2/2 0:00,3504.77
2019/2/1 0:00,3462.07
2019/1/31 0:00,3434.1
2019/1/30 0:00,3458.18
2019/1/29 0:00,3411.04
2019/1/28 0:00,3434.15
2019/1/27 0:00,3550.84
2019/1/26 0:00,3565.25
2019/1/25 0:00,3565.29
2019/1/24 0:00,3569.62
2019/1/23 0:00,3552.82
2019/1/22 0:00,3570.93
2019/1/21 0:00,3526.9
2019/1/20 0:00,3539.28
2019/1/19 0:00,3665.3
2019/1/18 0:00,3594.87
2019/1/17 0:00,3616.21
2019/1/16 0:00,3591.84
2019/1/15 0:00,3553.06
2019/1/14 0:00,3626.09
2019/1/13 0:00,3476.81
2019/1/12 0:00,3583.13
2019/1/11 0:00,3601.31
2019/1/10 0:00,3585.88
2019/1/9 0:00,3966.65
2019/1/8 0:00,3955.13
2019/1/7 0:00,3975.45
2019/1/6 0:00,3987.6
2019/1/5 0:00,3770.96
2019/1/4 0:00,3792.01
2019/1/3 0:00,3766.78
2019/1/2 0:00,3858.56
2019/1/1 0:00,3797.14
2018/12/31 0:00,3702.9
2018/12/30 0:00,3801.91
2018/12/29 0:00,3695.32
2018/12/28 0:00,3839.26
2018/12/27 0:00,3567.91
2018/12/26 0:00,3777.74
2018/12/25 0:00,3745.79
2018/12/24 0:00,4008.01
2018/12/23 0:00,3929.71
2018/12/22 0:00,3948.91
2018/12/21 0:00,3838.66
2018/12/20 0:00,4049.62
2018/12/19 0:00,3662.22
2018/12/18 0:00,3652.98
2018/12/17 0:00,3509.08
2018/12/16 0:00,3228.67
2018/12/15 0:00,3211.72
2018/12/14 0:00,3224.17
2018/12/13 0:00,3302.06
2018/12/12 0:00,3445
2018/12/11 0:00,3380.39
2018/12/10 0:00,3432.88
2018/12/9 0:00,3545.37
2018/12/8 0:00,3410.93
2018/12/7 0:00,3403.55
2018/12/6 0:00,3508.75
2018/12/5 0:00,3769.84
2018/12/4 0:00,3951.64
2018/12/3 0:00,3884.01
